gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q,logConc,logFC
CG17904,FBgn0032597,CG17904-PA-459,60,63,38,33,1.76312616422204e-06,7.85861924578302e-05,-16.1123078073708,-1.04518562979869
CG1441,FBgn0033464,CG1441-PA-1524,35,29,16,8,1.79543769996545e-06,7.99660329446148e-05,-17.3659657949391,-1.66858893281452
TppII,FBgn0020370,TppII-PA-2377,36,21,75,89,1.80627355198732e-06,8.03880206731479e-05,-16.0614241554407,1.27174623203658
CG5013,FBgn0038396,CG5013-PA-158,66,72,175,128,1.81164061115808e-06,8.0566168082661e-05,-14.9836123898447,0.880572865391086
MED7,FBgn0051390,MED7-PA-630,281,317,248,194,1.81662041256815e-06,8.07268384691118e-05,-13.653696903009,-0.68943446387516
CG1773,FBgn0033439,CG1773-PA-873,31,16,7,6,1.82928477818459e-06,8.12284965639292e-05,-18.0299027905015,-2.10873463783093
spd-2,FBgn0027500,spd-2-PA-1917,1,4,22,18,1.83817848451158e-06,8.15620923653532e-05,-18.8365264996207,2.74762275309588
CG33111,FBgn0053111,CG33111-PA-702,535,551,797,846,1.86933820030863e-06,8.28824139893598e-05,-12.2745813464178,0.345543484761411
und,FBgn0025117,und-PA-1059,112,129,83,91,1.87999117947088e-06,8.32297744206829e-05,-14.9804948685282,-0.722002895662556
CG4766,FBgn0027546,CG4766-PA-1002,414,372,326,270,1.87908209230483e-06,8.32297744206829e-05,-13.2395567090989,-0.654537914608402
e(r),FBgn0011586,e(r)-PA-207,31,35,13,14,1.91712791069968e-06,8.4810292247267e-05,-17.2587769143194,-1.54182006873936
Alr,FBgn0031068,Alr-PA-552,41,31,13,16,1.92379147684424e-06,8.50370884738255e-05,-17.1438851434856,-1.56487117852958
Hml,FBgn0029167,Hml-PA-11225,60,52,35,27,1.92513439821031e-06,8.50370884738255e-05,-16.2776100637875,-1.10577450977879
CG5118,FBgn0031317,CG5118-PA-1542,66,70,37,45,1.95186639513692e-06,8.61534570732408e-05,-15.9358422152937,-0.982130798220126
CG17802,FBgn0038549,CG17802-PA-529,36,24,15,7,1.95661851749783e-06,8.62987127754944e-05,-17.4750612476434,-1.70147374699124
Kap-alpha3,FBgn0027338,Kap-alpha3-PA-1464,210,210,355,342,1.96319050820109e-06,8.65239589801043e-05,-13.5787196703231,0.478302735558294
NAT1,FBgn0010488,NAT1-PA-345,0,0,12,9,1.99976757325548e-06,8.73537524713923e-05,-34.2041857667644,31.6237369540989
CG9114,FBgn0030628,CG9114-PA-285,0,0,11,10,1.99976757325548e-06,8.73537524713923e-05,-34.204171134158,31.6237662193117
Snm1,FBgn0037338,Snm1-PA-1083,8,11,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501940755591,-31.7317203365096
CG6833,FBgn0036405,CG6833-PA-646,9,10,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501793365891,-31.7317498144495
CG13902,FBgn0035166,CG13902-PB-912,11,8,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501498577627,-31.7318087721024
prominin-like,FBgn0026189,prominin-like-PA-1453,9,10,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501793365891,-31.7317498144495
CG9953,FBgn0035726,CG9953-PA-1209,9,10,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501793365891,-31.7317498144495
LanB1,FBgn0261800,LanB1-PA-1881,0,0,10,11,1.99976757325548e-06,8.73537524713923e-05,-34.2041565012609,31.6237954851059
CG7433,FBgn0036927,CG7433-PA-1394,11,8,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501498577627,-31.7318087721024
Zasp52,FBgn0083919,Zasp52-PC-1650,11,8,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501498577627,-31.7318087721024
Egfr,FBgn0003731,Egfr-PA-2457,0,0,10,11,1.99976757325548e-06,8.73537524713923e-05,-34.2041565012609,31.6237954851059
CG2258,FBgn0029997,CG2258-PA-2290,8,11,0,0,1.99976757325548e-06,8.73537524713923e-05,-34.1501940755591,-31.7317203365096
CG5390,FBgn0032213,CG5390-PA-677,61,117,39,32,2.00257927010659e-06,8.74119190938322e-05,-15.8495256550319,-1.57310712758345
CG14490,FBgn0034281,CG14490-PA-458,63,80,47,27,2.01920112917685e-06,8.80723635797092e-05,-15.975473551985,-1.20365110241795
CG1399,FBgn0033212,CG1399-PA-986,7,2,30,23,2.03611337009605e-06,8.87444896023119e-05,-18.2094880498969,2.30471154890569
CG3004,FBgn0030142,CG3004-PA-324,213,226,346,376,2.04328739498265e-06,8.89914948177623e-05,-13.5212248144145,0.465938530606189
CG6153,FBgn0032445,CG6153-PA-309,94,68,42,44,2.06090097461962e-06,8.96264283940247e-05,-15.77386523637,-1.16809647460645
CG30122,FBgn0050122,CG30122-PB-1108,14,14,46,45,2.05943272674196e-06,8.96264283940247e-05,-17.0008249202333,1.44806933113285
zf30C,FBgn0022720,zf30C-PA-2193,51,52,109,110,2.10666890778571e-06,9.15494130654956e-05,-15.4277217592578,0.835969609519682
pont,FBgn0040078,pont-PA-58,1,2,18,16,2.13426602318124e-06,9.24765097557136e-05,-19.3222138167173,3.25012119084454
CG8067,FBgn0033891,CG8067-PA-499,1,2,15,19,2.13426602318124e-06,9.24765097557136e-05,-19.3221701982238,3.25020842783155
Mi-2,FBgn0262519,Mi-2-PA-5679,860,897,874,803,2.13023201883884e-06,9.24765097557136e-05,-11.9132778375971,-0.319894096922521
CG10627,FBgn0036298,CG10627-PA-132,6,6,29,28,2.13416753757169e-06,9.24765097557136e-05,-17.9494807524033,1.99555212774622
CG10494,FBgn0034634,CG10494-PA-465,38,48,105,86,2.15036029410063e-06,9.31055559010228e-05,-15.6567237536425,0.898703672517371
Int6,FBgn0025582,Int6-PA-1201,2,9,32,25,2.15517808009382e-06,9.31775307863695e-05,-18.0127663352128,2.12122912656872
CG1399,FBgn0033212,CG1399-PD-1416,250,238,406,388,2.15449106726769e-06,9.31775307863695e-05,-13.3764210861429,0.44960151506428
CG14435,FBgn0029911,CG14435-PA-830,11,9,39,35,2.16276015508196e-06,9.34369343371108e-05,-17.3927192562042,1.6350801751585
skap,FBgn0037643,skap-PA-661,21,30,3,13,2.17083355591974e-06,9.37171696970086e-05,-17.822066645547,-1.92329926175791
mRpS11,FBgn0038474,mRpS11-PA-556,230,224,195,181,2.18144072572768e-06,9.41063012271914e-05,-13.967787477628,-0.524598372022222
Tom40,FBgn0016041,Tom40-PA-981,96,94,31,58,2.19126559699134e-06,9.44611413336604e-05,-15.632964376118,-1.34243721274217
CG12264,FBgn0032393,CG12264-PA-1030,62,66,31,44,2.20127876203854e-06,9.48235748566536e-05,-16.0439066329983,-1.02332921515674
CG33303,FBgn0053303,CG33303-PA-1360,1509,1439,1137,1235,2.20459155386201e-06,9.48970612157307e-05,-11.2883115292791,-0.56559005504523
CG14969,FBgn0035440,CG14969-PA-679,74,76,51,43,2.22577211186272e-06,9.57390017351701e-05,-15.766741615927,-0.926704863788102
CG4676,FBgn0033815,CG4676-PA-474,0,1,11,15,2.24452545433885e-06,9.59863752949629e-05,-20.3080462650895,4.44852907825738
CG42846,FBgn0262035,CG42846-PA-274,17,21,4,5,2.24253421617441e-06,9.59863752949629e-05,-18.4494985527895,-2.33031223909552
fs(1)h,FBgn0004656,fs(1)h-PB-6090,75,97,38,55,2.23805613625389e-06,9.59863752949629e-05,-15.6754534422213,-1.13586638483534
Capr,FBgn0042134,Capr-PA-2755,1,0,17,9,2.24452545433885e-06,9.59863752949629e-05,-20.308453793681,4.4473552985873
sty,FBgn0014388,sty-PB-1677,16,22,3,6,2.24253421617441e-06,9.59863752949629e-05,-18.4494984332939,-2.33025359563083
Tsf2,FBgn0036299,Tsf2-PA-1864,9,14,0,1,2.24452545433885e-06,9.59863752949629e-05,-20.3967738898962,-4.7754645356908
RpI135,FBgn0003278,RpI135-PA-2754,4,3,23,21,2.24253421617441e-06,9.59863752949629e-05,-18.5250162372095,2.39966969767026
CG3907,FBgn0034958,CG3907-PA-1068,507,488,447,462,2.24320993873909e-06,9.59863752949629e-05,-12.7646983737949,-0.382841135737941
CG14074,FBgn0036818,CG14074-PA-899,21,28,67,62,2.25912472020102e-06,9.64709961862849e-05,-16.3455013676538,1.14419751736864
Sin3A,FBgn0022764,Sin3A-PB-5371,24,25,66,62,2.25912472020102e-06,9.64709961862849e-05,-16.3510646285224,1.13289672120286
CG3925,FBgn0037780,CG3925-PA-1495,15,29,67,60,2.26138242380629e-06,9.64976323592138e-05,-16.4350135211686,1.27763397988362
CG5642,FBgn0036258,CG5642-PA-1233,346,388,320,329,2.28995142963309e-06,9.76461743908092e-05,-13.2275764017999,-0.429394432098779
Oda,FBgn0014184,Oda-PA-667,2321,2507,3580,3265,2.29240189424678e-06,9.76782911592539e-05,-10.1698682724219,0.251043309842049
CG6724,FBgn0032298,CG6724-PA-1029,315,312,274,271,2.29401249344518e-06,9.76782911592539e-05,-13.4670554436692,-0.454668855429781
blw,FBgn0011211,blw-PA-1431,8906,9533,9301,9448,2.31367537839177e-06,9.84445536722341e-05,-8.47571229995028,-0.227205185936197
ImpE1,FBgn0001253,ImpE1-PA-4836,420,416,627,662,2.32190080304497e-06,9.87234108180199e-05,-12.6383248752825,0.372632518299843
CG4877,FBgn0036624,CG4877-PA-1197,3,5,24,22,2.34532464571262e-06,9.96476136161839e-05,-18.3966503072182,2.27119972756968
CG3731,FBgn0038271,CG3731-PA-1392,2610,2469,2036,2097,2.37391802398892e-06,0.000100789971718719,-10.4956017842287,-0.55011524474746
Prosbeta2,FBgn0023174,Prosbeta2-PA-463,71,57,34,35,2.39205750720033e-06,0.000101487163980055,-16.1035190376812,-1.14475029628505
CG8446,FBgn0034089,CG8446-PB-987,114,147,237,223,2.40884175747807e-06,0.000102125898430107,-14.2219212885067,0.565518357547554
alpha-Cat,FBgn0010215,alpha-Cat-PA-1174,10,6,29,35,2.44708848700849e-06,0.000103672992730091,-17.6583257101601,1.74766670278838
CtBP,FBgn0020496,CtBP-PA-444,314,349,564,650,2.4694510342455e-06,0.000104545404430445,-12.848460336757,0.623072618050326
Gr85a,FBgn0045473,Gr85a-PA-573,96,93,75,54,2.47473130856057e-06,0.000104693898009291,-15.37175582707,-0.803738009145078
skpA,FBgn0025637,skpA-PA-372,1017,928,790,762,2.49060419841687e-06,0.00010528998049399,-11.8948035593428,-0.57964266646684
lid,FBgn0031759,lid-PA-2928,0,0,7,14,2.5217682832736e-06,0.000106227240566029,-34.203854647626,31.6243991923757
CG12428,FBgn0039543,CG12428-PA-1485,0,0,8,13,2.5217682832736e-06,0.000106227240566029,-34.203938727935,31.6242310317577
CG42666,FBgn0261548,CG42666-PA-2026,15,10,1,2,2.51631444414836e-06,0.000106227240566029,-19.5437230352296,-3.31163507725338
CG5792,FBgn0032455,CG5792-PA-510,7,12,0,0,2.5217682832736e-06,0.000106227240566029,-34.1503708354464,-31.731366816735
Mal-B1,FBgn0032381,Mal-B1-PA-1296,12,7,0,0,2.5217682832736e-06,0.000106227240566029,-34.1499455087066,-31.7322174702145
CG1667,FBgn0033453,CG1667-PA-955,146,174,122,97,2.58628997632599e-06,0.000108867507784647,-14.6110932551875,-0.799639778938875
eRF1,FBgn0036974,eRF1-PA-1006,174,173,302,286,2.59034968916503e-06,0.000108883182877372,-13.8391488897567,0.508357790395337
SNF1A,FBgn0023169,SNF1A-PA-1698,20,13,4,2,2.58997707731215e-06,0.000108883182877372,-18.8435000052192,-2.71259880045455
CG9836,FBgn0037637,CG9836-PA-390,1663,1840,2502,2496,2.63932962791484e-06,0.000110863107514505,-10.6277346422061,0.261359387571479
Nat1,FBgn0031020,Nat1-PA-1461,88,85,162,165,2.6616620708614e-06,0.000111642356946685,-14.7644159520666,0.666177783394943
alt,FBgn0038535,alt-PA-2146,50,59,143,105,2.66140842338508e-06,0.000111642356946685,-15.2982888760067,0.932413274846496
l(3)72Ab,FBgn0263599,l(3)72Ab-PA-5868,30,24,10,9,2.67937235916431e-06,0.000112301474697406,-17.6569554809116,-1.75944612217199
CG1458,FBgn0062442,CG1458-PA-258,442,437,386,409,2.68117916833186e-06,0.000112301474697406,-12.9508176173914,-0.397105742100193
mnd,FBgn0002778,mnd-PA-510,26,39,79,76,2.68647125779337e-06,0.000112443387344267,-16.0092467510277,1.00155287634265
CG8545,FBgn0033741,CG8545-PA-1251,14,17,51,44,2.72514234321335e-06,0.000113981201491143,-16.8964370531031,1.36324841387593
akirin,FBgn0082598,akirin-PA-442,11,7,36,34,2.7274194947975e-06,0.00011399571162332,-17.5087778498052,1.70691133183165
CG6928,FBgn0036240,CG6928-PA-1783,33,41,18,16,2.73824846690406e-06,0.000114367381865926,-17.0100078665462,-1.37429070949753
IntS4,FBgn0026679,IntS4-PA-2835,35,34,79,83,2.74049777355492e-06,0.000114380436403255,-15.9341553487574,0.979016670912597
hang,FBgn0026575,hang-PA-4470,18,12,58,40,2.77392620513682e-06,0.000115530700862462,-16.897888156741,1.45379667973232
CG30007,FBgn0050007,CG30007-PB-3394,14,13,2,2,2.7726019064831e-06,0.000115530700862462,-19.2809542606294,-3.00728327549194
RanBPM,FBgn0262114,RanBPM-PA-2337,1,1,18,13,2.7726019064831e-06,0.000115530700862462,-19.6813433587305,3.70175800605896
CG13887,FBgn0035165,CG13887-PB-165,565,571,510,543,2.79091082305499e-06,0.000116156174339663,-12.5630448081743,-0.361468242527822
fsd,FBgn0033813,fsd-PA-540,59,71,35,43,2.80384157934128e-06,0.000116612166192069,-16.0045218401734,-0.989072921921051
spag,FBgn0015544,spag-PA-1485,33,37,19,12,2.84526112115991e-06,0.000118002409616195,-17.1167350997979,-1.42751675173242
gol,FBgn0004919,gol-PB-846,14,27,5,5,2.8449793804029e-06,0.000118002409616195,-18.3191473550188,-2.28700777800124
Rpn6,FBgn0028689,Rpn6-PA-1096,34,36,17,13,2.84526112115991e-06,0.000118002409616195,-17.1403519026816,-1.47480786013019
CG31156,FBgn0051156,CG31156-PA-2686,2,6,30,17,2.8449793804029e-06,0.000118002409616195,-18.3817549573753,2.30160961603931
adat,FBgn0028658,adat-PA-564,215,182,153,130,2.85307859484378e-06,0.000118112870531734,-14.2691560796497,-0.743222871122729
CG14483,FBgn0034248,CG14483-PA-36,30,25,67,70,2.85392438363615e-06,0.000118112870531734,-16.2186295636154,1.06428975676018
CG9147,FBgn0031774,CG9147-PA-772,56,62,30,38,2.85392438363615e-06,0.000118112870531734,-16.1733150033993,-1.04736988607971
hth,FBgn0001235,hth-PA-350,39,24,80,82,2.88943730618249e-06,0.000119498871448547,-15.9990696729944,1.10928320639552
fax,FBgn0014163,fax-PA-1006,5,9,33,27,2.91430337798861e-06,0.00012044291735287,-17.8013489486278,1.84714788649878
CG3107,FBgn0033005,CG3107-PA-3021,258,254,213,221,2.92387358440683e-06,0.00012075393436916,-13.7774456590818,-0.490790089015564
SP2637,FBgn0034371,SP2637-PA-675,17,18,46,55,2.97248263983807e-06,0.000122675667186273,-16.7645869304239,1.2767142071327
l(2)05714,FBgn0010607,l(2)05714-PA-675,122,130,104,83,2.98930598954579e-06,0.000123283822018572,-14.8964574740927,-0.682954662415155
Aats-pro,FBgn0027082,Aats-pro-PA-1102,50,62,32,31,3.00324514243703e-06,0.000123772262122851,-16.2661588155393,-1.0823084187247
CG33013,FBgn0053013,CG33013-PC-1563,78,75,45,53,3.00960985498974e-06,0.000123948074488134,-15.722248147463,-0.894996115844725
Chc,FBgn0000319,Chc-PA-5016,936,953,930,888,3.01691425176851e-06,0.000124162314899613,-11.8025729133236,-0.307849307252066
CG11015,FBgn0031830,CG11015-PA-168,448,490,451,405,3.0301565668461e-06,0.000124620464153758,-12.8512166554951,-0.384416419159449
rho-7,FBgn0033672,rho-7-PA-561,28,15,8,4,3.04105710438459e-06,0.000124981733104207,-18.1524054914757,-2.09510585068666
CG9172,FBgn0030718,CG9172-PA-330,597,549,470,428,3.04972537978676e-06,0.000125250821612967,-12.6714915608031,-0.606203880797398
Su(var)2-HP2,FBgn0026427,Su(var)2-HP2-PA-9717,1027,1102,1602,1490,3.06106781296498e-06,0.000125629286239114,-11.3335210842918,0.28593188364007
CG14650,FBgn0037252,CG14650-PA-2821,388,415,354,366,3.09817875062851e-06,0.000127064056010152,-13.0877655096656,-0.409375513103614
RpL12,FBgn0034968,RpL12-PA-360,11511,11580,11913,11673,3.10072249202399e-06,0.000127080131113083,-8.14768551507911,-0.221975509565513
CG14301,FBgn0038632,CG14301-PB-47,58,49,31,28,3.11341216619969e-06,0.000127423351151366,-16.3462887613971,-1.11138206214314
Hsp60,FBgn0015245,Hsp60-PA-1704,52,55,24,35,3.11341216619969e-06,0.000127423351151366,-16.3462729616678,-1.11101148844613
Pgant35A,FBgn0001970,Pgant35A-PA-1722,44,38,97,86,3.1218003409909e-06,0.000127678174887978,-15.7217782840782,0.905565545561908
Egfr,FBgn0003731,Egfr-PA-3825,10,11,35,44,3.12446834428026e-06,0.00012769885915329,-17.3100018372981,1.65990338530383
CG31955,FBgn0051955,CG31955-PA-190,11,11,1,0,3.15718710036005e-06,0.000128857744141716,-20.4286981336678,-4.71182689988495
GlcAT-I,FBgn0066114,GlcAT-I-PA-477,12,10,1,0,3.15718710036005e-06,0.000128857744141716,-20.4286834161274,-4.71185633496565
Hakai,FBgn0032812,Hakai-PA-813,19,23,60,54,3.17264175291141e-06,0.000129399086079725,-16.5458547993317,1.18819286270191
CG13676,FBgn0035844,CG13676-PA-366,26,27,61,81,3.18755585056108e-06,0.000129917649014794,-16.2188562769203,1.17087819895555
CG32441,FBgn0052441,CG32441-PC-73,1464,1599,1488,1526,3.19241824728204e-06,0.000130026094377919,-11.0892305798877,-0.274629781622268
clt,FBgn0000326,clt-PA-1635,160,140,117,88,3.21564228114077e-06,0.00013088173800111,-14.7043274507603,-0.804315914630898
Thor,FBgn0261560,Thor-PA-48,157,178,106,126,3.24520294761334e-06,0.000131993936418835,-14.5350756840231,-0.780480262798267
CG8331,FBgn0033906,CG8331-PA-484,63,56,35,34,3.25249303751266e-06,0.00013219940386058,-16.1566696069476,-1.03879428112177
blw,FBgn0011211,blw-PA-801,183,244,446,531,3.26363170406216e-06,0.000132560908650965,-13.3232594334978,0.947394294229031
alpha-Cat,FBgn0010215,alpha-Cat-PA-2199,42,32,19,13,3.29348417737552e-06,0.000133498001748417,-17.0534775090675,-1.46311030621911
RpS3,FBgn0002622,RpS3-PA-139,42,32,17,15,3.29348417737552e-06,0.000133498001748417,-17.053314528481,-1.46278434504603
l(2)37Cb,FBgn0086444,l(2)37Cb-PA-2550,45,36,16,20,3.29247263784206e-06,0.000133498001748417,-16.9029460834514,-1.42268819459663
Smc5,FBgn0052438,Smc5-PE-2869,27,21,6,9,3.30299237747169e-06,0.000133699879252038,-17.9120675478381,-1.93071227345913
Ubp64E,FBgn0016756,Ubp64E-PA-3357,6,5,24,32,3.30299237747169e-06,0.000133699879252038,-18.0246137073257,2.09614171246899
CG6966,FBgn0038286,CG6966-PB-1933,120,134,91,98,3.35071027569413e-06,0.000135445754594075,-14.8829309183457,-0.678553817227158
Pen,FBgn0011823,Pen-PA-331,73,82,149,149,3.35071027569413e-06,0.000135445754594075,-14.9107643987704,0.690828681407089
Ptp4E,FBgn0004368,Ptp4E-PA-4469,2,1,21,13,3.35862443209044e-06,0.000135672805547467,-19.3224459980292,3.24943963777409
mri,FBgn0035107,mri-PA-987,101,88,66,63,3.36246084931028e-06,0.000135734937005172,-15.3715628497405,-0.803623958559428
CG11092,FBgn0027537,CG11092-PA-2256,80,88,51,60,3.38923847126105e-06,0.000136577901356321,-15.5649955759971,-0.850055473668514
Mcm3,FBgn0024332,Mcm3-PA-2406,99,103,51,76,3.39028079834006e-06,0.000136577901356321,-15.334065893091,-0.920126951278462
Gale,FBgn0035147,Gale-PA-327,40,50,102,94,3.38923847126105e-06,0.000136577901356321,-15.6052133961573,0.870544907749203
Jupiter,FBgn0051363,Jupiter-PA-270,407,394,614,620,3.40177339214292e-06,0.000136947466253017,-12.7007178199684,0.371066562302397
sbb,FBgn0010575,sbb-PD-6586,15,12,41,46,3.42951729733591e-06,0.000137970321897864,-17.0594203872937,1.43572574568028
RpL3,FBgn0020910,RpL3-PA-23,66,65,129,132,3.44409815705736e-06,0.00013846259289278,-15.1276651401687,0.742166344515725
hep,FBgn0010303,hep-PA-831,27,23,61,67,3.52831891107841e-06,0.000141752012415285,-16.3363855293346,1.10381646465806
Aats-lys,FBgn0027084,Aats-lys-PA-1665,62,60,37,35,3.56483030422234e-06,0.000142927188124075,-16.1080509705794,-1.01325727290967
Nek2,FBgn0029970,Nek2-PA-796,6,5,29,25,3.56390990325905e-06,0.000142927188124075,-18.0512622386322,2.04302192971319
htl,FBgn0010389,htl-PA-1980,6,5,31,23,3.56390990325905e-06,0.000142927188124075,-18.0512910325144,2.04296434194874
pinta,FBgn0038966,pinta-PA-630,13,23,50,52,3.57338855853537e-06,0.00014317312177068,-16.7372737628168,1.25031904400177
CG42575,FBgn0260795,CG42575-PA-1780,48,51,34,15,3.63129729986881e-06,0.000145394681990273,-16.5371103286892,-1.26835504515005
polo,FBgn0003124,polo-PA-1578,630,579,464,488,3.70702985699349e-06,0.000148326401960923,-12.5899678446207,-0.597618809859747
CG16903,FBgn0040394,CG16903-PA-468,24,19,59,56,3.71927293694593e-06,0.000148715518693401,-16.522494277923,1.16675640580953
zip,FBgn0005634,zip-PA-5976,484,518,460,461,3.73610091644074e-06,0.000149287312532583,-12.7505136176189,-0.37365020673526
l(2)03659,FBgn0010549,l(2)03659-PB-3180,3,4,25,18,3.74311388951647e-06,0.000149466409795175,-18.5416508353575,2.3664598110016
pds5,FBgn0260012,pds5-PA-3300,12,17,3,2,3.78401527165601e-06,0.000150997549941528,-19.0684943987892,-2.78837570574151
CG3226,FBgn0029882,CG3226-PA-561,209,203,161,177,3.82511257326547e-06,0.000152534435078941,-14.1144857135004,-0.537884056415811
CG9689,FBgn0030159,CG9689-PA-467,6,3,24,25,3.84486197965769e-06,0.000153115211594487,-18.2660545675099,2.19239243936273
AGO2,FBgn0087035,AGO2-PB-3615,23,20,7,6,3.84486197965769e-06,0.000153115211594487,-18.0950348915816,-1.9782665549055
Sox15,FBgn0005613,Sox15-PA-2164,16,23,4,6,3.86871370528828e-06,0.000153857571721828,-18.3547738793801,-2.21572538736019
Ced-12,FBgn0032409,Ced-12-PA-1932,3,5,21,24,3.86871370528828e-06,0.000153857571721828,-18.4124687358782,2.23956287024952
CG4025,FBgn0025624,CG4025-PA-483,94,117,196,186,3.88931760666541e-06,0.000154572893145657,-14.5092850538504,0.604179489152895
scra,FBgn0261385,scra-PA-3261,142,166,122,117,3.9151804790256e-06,0.000155496118850231,-14.574697856849,-0.618067677981609
Sfp65A,FBgn0259969,Sfp65A-PA-412,10,8,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891586267821,-31.6537912340634
CG30275,FBgn0050275,CG30275-PF-3481,8,10,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891881199233,-31.6537322477812
Pbp49,FBgn0260398,Pbp49-PA-1068,10,8,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891586267821,-31.6537912340634
CG5938,FBgn0046247,CG5938-PA-444,8,10,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891881199233,-31.6537322477812
slv,FBgn0025469,slv-PA-78,0,0,10,10,3.9806974747748e-06,0.000156623605240007,-34.2393586300337,31.5533912275603
RpIII128,FBgn0004463,RpIII128-PA-2499,9,9,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891733735008,-31.6537617406262
CG11583,FBgn0035524,CG11583-PA-844,9,9,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891733735008,-31.6537617406262
Ent2,FBgn0026585,Ent2-PA-1105,8,10,0,0,3.9806974747748e-06,0.000156623605240007,-34.1891881199233,-31.6537322477812
