"fbgn","symbol","chrom","start","stop","y","sig.tally","sig.expression.tally","sig.genotype.effect.tally","sig.interaction.effect.tally","dge.genotype.q","dge.interaction.q","illumina.genotype.pq","illumina.interaction.pq","dgrc.genotype.q","dgrc.interaction.q","min.deletion.q","min.deletion.interaction.q","binding.p","binding.interaction.p","max.bcshort.freq","inconsistent.expression.effects"
"FBgn0032122","CG31883","2L",9528515,9529648,0.4,4,0,1,0,NA,NA,NA,NA,0.277935165649911,0.251898266035054,0.0221674430669401,0.210135653241507,0.031,0.035,0.961538461538462,NA
"FBgn0032130","CG3838","2L",9568892,9573572,0.1,4,2,2,1,0.00482183295880528,0.0197419722139445,NA,NA,0.62065253315323,0.715800564197441,0.0221674430669401,0.210135653241507,0.854,0.735,0.956989247311828,0
"FBgn0028479","CG4389","2L",9573563,9576768,0.2,4,2,2,1,3.99740566508342e-07,0.440413005485497,NA,NA,0.61731266277113,0.0214645081207592,0.0221674430669401,0.210135653241507,0.867,0.827,0.9568345323741,0
"FBgn0051882","CG31882","2L",9624452,9625285,0.2,4,0,1,0,NA,NA,NA,NA,NA,NA,0.0292368449991755,0.447697722023083,0.031,0.008,0.959375,NA
"FBgn0011291","Taf11","2L",9762364,9763244,0.6,4,2,2,1,0.00747379934806654,0.0340449432627286,NA,NA,0.429496418065338,0.198976349279212,0.0292368449991755,0.447697722023083,0.254,0.382,0.935185185185185,0
"FBgn0029174","FKBP59","2L",9888034,9890119,0.1,4,1,2,0,1.58251950361965e-06,NA,NA,NA,0.0892150717933919,0.635994674146551,0.00265993805087286,0.223963094008791,0.111,0.024,0.97508896797153,0
"FBgn0085212","CG34183","2L",9890061,9890787,0.2,4,1,2,0,0.0138613089599199,NA,NA,NA,NA,NA,0.00265993805087286,0.223963094008791,0.079,0.014,0.97508896797153,0
"FBgn0032154","CG5924","2L",9891255,9893419,0.4,4,0,1,0,0.145753725646092,NA,NA,NA,0.47959301306328,0.648940798364076,0.00265993805087286,0.223963094008791,0.034,0.005,0.97508896797153,NA
"FBgn0063449","Uhg2","2L",9893805,9895003,0.5,4,0,1,0,NA,NA,NA,NA,NA,NA,0.00265993805087286,0.223963094008791,0.031,0.003,0.986928104575163,NA
"FBgn0004867","RpS2","2L",9896265,9897542,0.2,4,1,2,0,0.013269531335621,NA,NA,NA,0.298928603699069,0.0716423301534402,0.00265993805087286,0.223963094008791,0.054,0.009,0.986928104575163,0
"FBgn0040064","yip2","2L",9915220,9917220,0.7,4,2,2,1,3.71618338489644e-07,0.00738889593974459,NA,NA,0.43209162054109,0.341237687397535,0.00265993805087286,0.223963094008791,0.278,0.401,0.98220640569395,0
"FBgn0051712","CG31712","2L",9934767,9938142,0.7,4,0,1,0,0.256063906365466,NA,NA,NA,NA,NA,0.00265993805087286,0.223963094008791,0.016,0.037,0.955555555555556,NA
"FBgn0051713","Apf","2L",9938170,9938787,0.8,4,0,1,0,0.268878219066065,NA,NA,NA,NA,NA,0.00265993805087286,0.223963094008791,0.001,0.013,0.953757225433526,NA
"FBgn0032166","CG4619","2L",9938865,9941099,0.9,4,0,1,0,0.630368658963283,0.492150216590174,NA,NA,0.186384735512694,0.657824342753683,0.00265993805087286,0.223963094008791,0.003,0.031,0.953757225433526,NA
"FBgn0000180","bib","2L",9984647,9995545,0.2,4,1,2,1,0.00482183295880528,NA,0.739349949791617,0.371736896706853,0.108225775877312,0.31068297375894,0.0329350028389964,5.47423462424081e-09,0.392,0.275,0.944954128440367,0
"FBgn0051755","CG31755","2L",9996932,10002736,0.4,4,1,2,1,0.014523609344795,1,NA,NA,NA,NA,0.0329350028389964,5.47423462424081e-09,0.471,0.809,0.920454545454545,0
"FBgn0043456","CG4747","2L",10003825,10008889,0.5,4,1,2,1,1.10444995080793e-08,NA,NA,NA,0.624409584060721,0.062385012805669,0.0329350028389964,5.47423462424081e-09,0.818,0.947,0.949074074074074,0
"FBgn0011584","Trp1","2L",10009386,10013170,0.6,4,1,2,1,0.0398852632654166,NA,NA,NA,0.0554383243648583,0.226191127059856,0.0329350028389964,5.47423462424081e-09,0.15,0.221,0.948484848484848,0
"FBgn0032176","CG13127","2L",10026740,10029299,0.8,4,0,1,1,1,NA,NA,NA,0.591235313881702,0.68819358074371,0.0329350028389964,5.47423462424081e-09,0.058,0.029,1,NA
"FBgn0053302","Cpr31A","2L",10054215,10055935,0.2,4,1,2,1,1.74406885439817e-15,NA,NA,NA,0.329762095455507,0.559986456771096,0.0329350028389964,5.47423462424081e-09,0.189,0.156,0.958847736625514,0
"FBgn0011823","Pen","2L",10056906,10060095,0.3,4,1,2,1,6.32467007184414e-06,NA,NA,NA,0.621919243876935,0.121892023604017,0.0329350028389964,5.47423462424081e-09,0.307,0.172,0.953846153846154,0
"FBgn0005593","RpL7","2L",10201101,10202145,0.6,4,1,2,1,8.07620591389855e-07,NA,NA,NA,0.641786989010163,0.407669921223805,0.0329350028389964,5.47423462424081e-09,0.71,0.631,0.96039603960396,0
"FBgn0085188","CG34159","2L",10202520,10204320,0.7,4,1,2,1,0.0138613089599199,NA,NA,NA,NA,NA,0.0329350028389964,5.47423462424081e-09,0.647,0.64,1,0
"FBgn0032191","CG5734","2L",10204757,10206961,0.8,4,1,2,1,0.0138613089599199,NA,NA,NA,0.486842578430347,0.704452457714168,0.0329350028389964,5.47423462424081e-09,0.936,0.945,1,0
"FBgn0032193","CG5727","2L",10209853,10210700,0.1,4,1,2,1,1.10856555691252e-05,1,NA,NA,0.539221451246535,0.393622150535223,0.0329350028389964,5.47423462424081e-09,0.764,0.833,1,0
"FBgn0032194","CG4901","2L",10211183,10213721,0.2,4,1,2,1,0.0231043050108354,NA,NA,NA,0.584079959994661,0.549089208597756,0.0329350028389964,5.47423462424081e-09,0.654,0.612,1,0
"FBgn0024320","Npc1a","2L",10213892,10220957,0.3,4,1,2,1,1.48715535873516e-09,NA,NA,NA,0.129258155421823,0.376941077600956,0.0329350028389964,5.47423462424081e-09,0.604,0.739,1,0
"FBgn0032196","CG5708","2L",10224664,10226808,0.6,4,1,2,1,0.0287727572214671,NA,NA,NA,0.353440287063092,0.247692951265137,0.0329350028389964,5.47423462424081e-09,0.354,0.429,1,0
"FBgn0032197","CG5694","2L",10227760,10231689,0.7,4,1,2,1,1.71451994877795e-06,NA,NA,NA,0.442892156922621,0.568191056507937,0.0329350028389964,5.47423462424081e-09,0.2,0.498,1,0
"FBgn0032198","eEF1delta","2L",10232493,10234450,0.8,4,1,2,1,1.44912986571375e-13,NA,NA,NA,0.258207415822186,0.644581130879374,0.0329350028389964,5.47423462424081e-09,0.224,0.384,1,0
"FBgn0004419","me31B","2L",10239326,10242172,0.1,4,1,2,1,9.3708242349766e-06,NA,NA,NA,0.620678604846199,0.261660210001691,0.0329350028389964,5.47423462424081e-09,0.798,0.987,1,0
"FBgn0010407","Ror","2L",10251838,10254686,0.5,4,0,1,1,0.0968846147600166,NA,NA,NA,0.414658735057883,0.696698597161434,0.0329350028389964,5.47423462424081e-09,0.111,0.04,0.997113997113997,NA
"FBgn0026379","Pten","2L",10256319,10261017,0.7,4,1,2,1,0.00343953800254751,0.576811768175234,0.121932096859906,0.565397089623741,0.297828479364043,0.563332963216364,0.0329350028389964,5.47423462424081e-09,0.358,0.203,1,0
"FBgn0032202","CG18619","2L",10264131,10265229,0.9,4,1,2,1,3.54361463362384e-13,NA,NA,NA,0.357981240307819,0.26203517071135,0.0329350028389964,5.47423462424081e-09,0.692,0.515,1,0
"FBgn0032204","CG4953","2L",10266705,10268748,0.2,4,1,2,1,0.0011470007083051,NA,NA,NA,0.220132481519041,0.224044346034402,0.0329350028389964,5.47423462424081e-09,0.547,0.47,1,0
"FBgn0260749","Utx","2L",10272627,10278811,0.6,4,1,2,1,0.000783032842318259,NA,NA,NA,NA,NA,0.0306455722398824,5.47423462424081e-09,0.264,0.611,1,0
"FBgn0011703","RnrL","2L",10325018,10327986,0.3,4,2,2,1,0.00355650228219356,NA,0.575832537069303,0.0149235483733251,0.416610385016176,0.0755412067786946,0.0306455722398824,0.205292653321175,0.622,0.711,1,0
"FBgn0028490","CG31705","2L",11523300,11528201,0.9,4,1,1,1,1.3193808586972e-06,NA,NA,NA,0.423451197437871,0.58737411538609,0.0785800342738465,0.0110920041744538,0.039,0.038,0.479166666666667,0
"FBgn0032444","CG5525","2L",12690336,12692937,0.8,4,3,1,2,1.67020790148578e-64,NA,0.203239088034195,0.00787912998338973,0.453871120062683,0.0048357825876906,0.255471459987469,0.457375947138783,0.04,0.377,NA,0
"FBgn0001981","esg","2L",15333864,15336150,0.4,4,3,2,2,0.0252228258966868,NA,0.00214237748631326,0.00856352115432024,0.507367501716309,0.294346245884165,0.146805987105747,0.0263908057870029,0.563,0.656,NA,0
"FBgn0032587","CG5953","2L",16509120,16532877,0.7,4,1,2,1,0.00474291139889504,NA,NA,NA,0.550786877669653,0.568632096443301,0.00501941046726882,0.0140057190904503,0.08,0.045,0.430612244897959,0
"FBgn0263555","mir-4943","2L",16528375,16528491,0.8,4,0,1,1,NA,NA,NA,NA,NA,NA,0.00501941046726882,0.0140057190904503,0.029,0.004,0.40958605664488,NA
"FBgn0086038","snoRNA:Me28S-C1237","2L",16528823,16528922,0.9,4,0,1,1,NA,NA,NA,NA,NA,NA,0.00501941046726882,0.0140057190904503,0.025,0.003,0.40958605664488,NA
"FBgn0001185","her","2L",16677210,16679383,0.7,4,1,2,1,0.0210091181465571,0.449066411177292,NA,NA,0.235867978414687,0.335227418698735,0.00501941046726882,0.0140057190904503,0.079,0.025,0.382352941176471,0
"FBgn0053552","CG33552","2L",16682619,16683092,0.3,4,0,1,1,0.841324328220631,NA,NA,NA,NA,NA,0.00501941046726882,0.0140057190904503,0.048,0.027,0.367816091954023,NA
"FBgn0051781","CR31781","2L",16869487,16878300,0.6,4,2,2,2,NA,NA,NA,NA,0.0328487151589378,0.0481657685753872,6.12375438402358e-23,0.0030657110519134,0.141,0.143,NA,0
"FBgn0032703","CG10343","2L",18703467,18704457,0.8,4,1,2,1,0.010458032637004,NA,NA,NA,0.131838819452864,0.564675538732536,0.0017297057235809,0.00369888609083909,0.135,0.048,0.450381679389313,0
"FBgn0032704","Jwa","2L",18704570,18705699,0.9,4,2,2,2,5.74512932992336e-08,NA,0.378205334411195,0.0818940167353934,0.467326132312493,0.0258055620374398,0.0017297057235809,0.00369888609083909,0.201,0.141,0.450381679389313,0
"FBgn0032706","Irk3","2L",18711071,18713763,0.3,4,0,1,1,0.102373114495024,NA,NA,NA,0.175909020314012,0.559986456771096,0.0017297057235809,0.00369888609083909,0.032,0.04,0.414634146341463,NA
"FBgn0032707","CG10348","2L",18714615,18731419,0.4,4,0,1,1,NA,NA,NA,NA,0.454529203942566,0.460466405112513,0.0017297057235809,0.00369888609083909,0.018,0.042,0.441747572815534,NA
"FBgn0263533","mir-4973","2L",20562298,20562448,0.8,4,0,1,1,NA,NA,NA,NA,NA,NA,0.0486305617167471,0.0019053851369874,0.022,0.032,0.426229508196721,NA
"FBgn0033075","Pld","2R",2129529,2142771,0.5,4,1,2,1,0.0172537887001793,NA,NA,NA,0.275606343715063,0.227280611524845,1.98242055734988e-10,2.56877787721391e-06,0.88,0.968,0.75,0
"FBgn0262736","Vha16-1","2R",2512747,2520633,0.9,4,1,2,1,0.0399223501108863,NA,NA,NA,NA,NA,1.98242055734988e-10,2.56877787721391e-06,0.606,0.97,0.717948717948718,0
"FBgn0029131","debcl","2R",2536160,2540347,0.4,4,1,2,1,0.00019436898822017,NA,0.377300732388411,0.231752170760303,NA,NA,1.98242055734988e-10,2.56877787721391e-06,0.184,0.24,0.807228915662651,0
"FBgn0033083","Dpit47","2R",2548155,2549623,0.8,4,1,2,1,0.021659872992255,NA,NA,NA,0.062979221952373,0.528809863411037,1.98242055734988e-10,2.56877787721391e-06,0.354,0.445,0.808510638297872,0
"FBgn0033087","CG3194","2R",2557659,2560850,0.3,4,1,2,1,0.00090410709480879,NA,NA,NA,0.40112405613737,0.574439697300118,1.98242055734988e-10,2.56877787721391e-06,0.905,0.815,0.808510638297872,0
"FBgn0014009","Rab2","2R",2584227,2587441,0.3,4,2,3,1,0.0458686944835573,NA,NA,NA,0.0407152688223489,0.159038734947758,1.98242055734988e-10,2.56877787721391e-06,0.531,0.609,0.585714285714286,1
"FBgn0014028","SdhB","2R",2695117,2696677,0.8,4,1,2,1,2.58243448318614e-05,NA,NA,NA,0.434709902880596,0.683175456917967,1.13729417569333e-15,3.02578725205624e-05,0.704,0.772,0.8,0
"FBgn0022224","ubl","2R",2697516,2698019,0.1,4,1,2,1,7.02584816305893e-11,NA,NA,NA,NA,NA,1.13729417569333e-15,3.02578725205624e-05,0.698,0.731,0.8,0
"FBgn0028954","CG3287","2R",2698525,2702317,0.2,4,1,2,1,0.0121721668906694,NA,NA,NA,0.479198231808857,0.665978911568159,1.13729417569333e-15,3.02578725205624e-05,0.595,0.767,0.8,0
"FBgn0033109","coro","2R",2749506,2760274,0.8,4,1,2,1,0.000795855836510598,NA,0.942307112391829,0.368864897967465,0.51845372157165,0.626150900593718,1.13729417569333e-15,3.02578725205624e-05,0.924,0.978,0.789473684210526,0
"FBgn0033121","Cyp6u1","2R",2859617,2862514,0.8,4,1,2,1,0.0108357173885378,NA,NA,NA,0.55948967668512,0.187913475966066,1.98242055734988e-10,3.02578725205624e-05,0.803,0.821,0.851851851851852,0
"FBgn0033122","CG17002","2R",2873568,2876427,0.3,4,1,2,1,0.00119622003145705,NA,NA,NA,0.345207321011309,0.642171641238521,1.98242055734988e-10,3.02578725205624e-05,0.622,0.466,0.788018433179724,0
"FBgn0029508","Tsp42Ea","2R",2880181,2891766,0.4,4,1,2,1,0.00448183127326341,NA,NA,NA,NA,NA,1.98242055734988e-10,3.02578725205624e-05,0.59,0.733,0.838709677419355,0
"FBgn0029506","Tsp42Ee","2R",2899761,2905869,0.2,4,1,2,1,0.00138437013905,NA,NA,NA,0.166063505644238,0.690221415996821,1.98242055734988e-10,3.02578725205624e-05,0.299,0.293,0.803846153846154,0
"FBgn0033184","CG12736","2R",3396032,3397959,0.3,4,2,2,1,7.48895801374143e-05,NA,NA,NA,0.341758590638505,0.0130716267333776,0.0018372576963368,0.08866638391528,0.048,0.609,NA,0
"FBgn0261385","scra","2R",3477624,3482759,0.1,4,1,2,0,3.26902800945817e-05,NA,NA,NA,NA,NA,0.0018372576963368,0.0840803610869185,0.058,0.01,0.788990825688073,0
"FBgn0025360","Optix","2R",3919138,3930041,0.1,4,1,2,1,0.000328999481237167,NA,NA,NA,0.388411635209796,0.62710772494708,2.43026666167451e-06,3.65485085235541e-07,0.304,0.191,0.758928571428571,0
"FBgn0033260","Cul-4","2R",3989765,3993819,0.4,4,2,2,2,0.00161381882490228,NA,0.863514324389463,0.0151959720404443,0.611167628891714,0.682447636992933,2.43026666167451e-06,3.65485085235541e-07,0.17,0.717,NA,0
"FBgn0021995","Rs1","2R",4052390,4055274,0.3,4,1,2,1,0.189762277775488,NA,NA,NA,0.0494815054047841,0.374809018236483,2.43026666167451e-06,3.65485085235541e-07,0.271,0.39,0.875,0
"FBgn0033274","CG14757","2R",4059969,4061118,0.7,4,2,2,2,0.000328999481237167,0.0349161657929167,0.385819882215104,0.508590736822456,0.447302046594402,0.551054416068591,2.43026666167451e-06,3.65485085235541e-07,0.7,0.711,0.662280701754386,0
"FBgn0053087","LRP1","2R",4094023,4113243,0.9,4,1,2,1,0.0201627211204845,0.331161642625344,NA,NA,0.392807761115766,0.666213703873516,2.43026666167451e-06,3.65485085235541e-07,0.467,0.734,0.8125,0
"FBgn0014469","Cyp4e2","2R",4332217,4334676,0.6,4,1,2,1,0.0389318366500525,NA,NA,NA,0.231907438508889,0.14801197435865,7.97330968230236e-12,3.65485085235541e-07,0.311,0.407,0.789473684210526,0
"FBgn0262812","CG43183","2R",4479757,4480474,0.6,4,0,1,1,NA,NA,NA,NA,NA,NA,2.43026666167451e-06,3.65485085235541e-07,0.102,0.047,0.755707762557078,NA
"FBgn0263120","Acsl","2R",4553360,4570296,0.8,4,1,2,1,0.0128249287224053,NA,NA,NA,NA,NA,5.39555949722821e-08,6.44004702016585e-08,0.133,0.06,0.847457627118644,0
"FBgn0040777","CG14767","2R",4605522,4611342,0.4,4,1,2,1,2.92068388990692e-05,NA,NA,NA,0.151660827895246,0.151181305435182,5.39555949722821e-08,6.44004702016585e-08,0.919,0.863,0.704128440366973,0
"FBgn0053474","CG33474","2R",6309738,6310343,0.2,4,0,1,1,0.253852689040538,NA,NA,NA,NA,NA,6.89380977038157e-21,1.6110318582729e-06,0.06,0.017,0.739884393063584,NA
"FBgn0262114","RanBPM","2R",6317217,6324086,0.5,4,1,2,1,1.38619151833668e-21,NA,NA,NA,NA,NA,6.89380977038157e-21,1.6110318582729e-06,0.189,0.109,0.713978494623656,0
"FBgn0033526","Caf1-105","2R",6353518,6355994,0.9,4,1,2,1,0.00175233646808558,NA,0.146416925088251,0.989670464671072,0.609348378937436,0.597164177425004,6.89380977038157e-21,1.6110318582729e-06,0.357,0.349,0.704545454545455,0
"FBgn0261862","whd","2R",6356978,6366073,0.2,4,1,2,1,1.42703869903318e-05,NA,NA,NA,NA,NA,6.89380977038157e-21,1.6110318582729e-06,0.529,0.635,0.722222222222222,0
"FBgn0033529","CG17765","2R",6367665,6369391,0.4,4,1,2,1,0.0399223501108863,NA,NA,NA,0.268840525787619,0.666907354715848,6.89380977038157e-21,1.6110318582729e-06,0.321,0.399,0.709183673469388,0
"FBgn0027499","wde","2R",6687924,6696430,0.7,4,2,3,1,0.000661913630464457,NA,0.0107640431382146,0.154777630325081,0.507410443621391,0.753279940670531,6.89380977038157e-21,1.6110318582729e-06,0.165,0.47,0.46448087431694,1
"FBgn0027525","CG7686","2R",6724514,6726231,0.2,4,2,3,1,1.80506007537195e-09,NA,NA,NA,0.0354739178132197,0.563581435624899,6.89380977038157e-21,1.6110318582729e-06,0.586,0.661,0.425,0
"FBgn0033574","Spn47C","2R",6827693,6829206,0.9,4,0,1,1,0.209213067922595,0.780082550127909,NA,NA,0.550752980884389,0.689408385141702,0.0113460345272732,0.00047202431321433,0.043,0.014,0.400340715502555,NA
"FBgn0040764","CG13230","2R",7042433,7042731,0.1,4,0,1,1,NA,NA,NA,NA,0.483660185093737,0.467681596687647,0.0113460345272732,0.00047202431321433,0.01,0.029,0.484189723320158,NA
"FBgn0033602","Cpr47Ee","2R",7152631,7154361,0.9,4,0,1,1,NA,NA,NA,NA,0.576581465662894,0.608340828267592,1.89892579559653e-21,0.00805585500011346,0.01,0.028,0.452325581395349,NA
"FBgn0033603","Cpr47Ef","2R",7154420,7160019,0.1,4,0,1,1,NA,NA,NA,NA,0.422577806736377,0.521292007564753,1.89892579559653e-21,0.00805585500011346,0.031,0.029,0.43859649122807,NA
"FBgn0000577","en","2R",7411509,7415715,0.5,4,2,3,1,7.34906659075789e-06,NA,0.0222977919963806,0.866076984905382,0.0977312713103016,0.670985759252655,1.89892579559653e-21,0.00805585500011346,0.752,0.825,0.311538461538462,0
"FBgn0033638","CG9005","2R",7506984,7528197,0.1,4,2,2,2,0.00616777758664869,0.00117498275585444,NA,NA,0.43209162054109,0.573227197703358,1.89892579559653e-21,0.00805585500011346,0.702,0.941,0.382222222222222,0
"FBgn0033667","CG13183","2R",7791828,7800280,0.5,4,2,2,1,NA,NA,NA,NA,0.000418682994634971,6.55636041874224e-05,0.000158572118034722,0.258395785553823,0.106,0.044,0.311475409836066,0
"FBgn0033777","CG17574","2R",8736863,8756922,0.4,4,2,2,2,0.000328999481237167,0.0349161657929167,NA,NA,NA,NA,2.05213217591823e-31,4.85421105614506e-12,0.305,0.251,0.3,0
"FBgn0000181","bic","2R",8757742,8759299,0.5,4,2,3,1,2.67817274954589e-08,NA,NA,NA,0.0478607188605378,0.594812509082969,2.05213217591823e-31,4.85421105614506e-12,0.499,0.865,0.275862068965517,0
"FBgn0010488","NAT1","2R",8803502,8810745,0.4,4,1,2,1,8.73537524713923e-05,NA,NA,NA,0.21097219383361,0.508127767311072,2.05213217591823e-31,4.85421105614506e-12,0.021,0.066,0.352941176470588,0
"FBgn0033842","cbc","2R",9371017,9372901,0.4,4,1,1,1,0.00553043532434083,NA,NA,NA,0.619090195452089,0.612607640659738,0.167232086575145,0.00102074482848222,0.035,0.01,0.445182724252492,0
"FBgn0033864","CG18368","2R",9555241,9558824,0.8,4,1,1,1,2.61973785743222e-05,NA,NA,NA,0.609060481612879,0.563431239286785,0.0785800342738465,0.0289201918012201,0.046,0.014,0.467411545623836,0
"FBgn0050485","CG30485","2R",9737387,9740488,0.5,4,1,1,1,0.011016357423353,1,NA,NA,0.479216093953769,0.703871266933249,0.0543177107999666,0.0289201918012201,0.039,0.038,0.36417033773862,0
"FBgn0040752","Prosap","2R",9947961,10028403,0.3,4,2,1,2,0.00793828925026171,0.0582905653333193,NA,NA,0.0656695849759636,0.0281475595093609,0.0838104444267498,0.000754372563129952,0.087,0.015,0.45662100456621,0
"FBgn0001332","L","2R",10368708,10384817,0.2,4,2,3,1,0.0197847174643146,NA,0.0194478573990549,0.66626070187975,0.209060857480982,0.679807579714084,0.0191746351311094,6.62989069879031e-10,0.706,0.458,0.611814345991561,0
"FBgn0020245","ttv","2R",10414076,10472826,0.7,4,1,2,1,0.0015894476467073,NA,0.276346057693307,0.55261495769568,0.320616991214174,0.200130934861202,0.000959218814682293,6.62989069879031e-10,0.374,0.327,0.721003134796238,0
"FBgn0262964","CR43275","2R",11261395,11262226,0.6,4,0,1,1,NA,NA,NA,NA,NA,NA,8.66977750710519e-05,0.0306822106006004,0.012,0.039,0.68421052631579,NA
"FBgn0262815","CR43186","2R",11263339,11263986,0.8,4,0,1,1,NA,NA,NA,NA,NA,NA,8.66977750710519e-05,0.0306822106006004,0.011,0.042,0.594594594594595,NA
"FBgn0034027","CG8187","2R",11427057,11428840,0.9,4,1,2,1,0.00106520422447172,NA,NA,NA,0.647341440414554,0.522695651532636,8.66977750710519e-05,0.000651561455799789,0.67,0.691,0.712389380530973,0
"FBgn0034071","CG8405","2R",11935177,11946972,0.4,4,1,2,1,0.00218980100041698,NA,NA,NA,0.634775583005078,0.549247188746197,0.014963336725146,0.00125969105933069,0.82,0.787,0.728571428571429,0
"FBgn0014020","Rho1","2R",11990191,11994734,0.1,4,2,2,2,0.00324026437950608,NA,0.0631500530514628,0.0394661182887214,0.0749588846977172,0.153614794821584,0.014963336725146,0.00125969105933069,0.724,0.758,0.537267080745342,0
"FBgn0034076","Jhedup","2R",12004616,12006654,0.4,4,0,1,1,0.573216705281624,NA,NA,NA,0.446720552825173,0.669144054712786,0.014963336725146,0.00125969105933069,0.015,0.024,0.55846422338569,NA
"FBgn0010052","Jhe","2R",12007311,12010278,0.5,4,0,1,1,NA,NA,NA,NA,NA,NA,0.014963336725146,0.00125969105933069,0.012,0.018,0.551845342706503,NA
"FBgn0050095","CG30095","2R",12010989,12012082,0.6,4,0,1,1,1,NA,NA,NA,NA,NA,0.014963336725146,0.00125969105933069,0.047,0.031,0.573846153846154,NA
"FBgn0086676","spin","2R",12012488,12025743,0.7,4,1,2,1,0.0201627211204845,0.0777890632217124,0.868648088558937,0.712415408524132,NA,NA,0.014963336725146,0.00125969105933069,0.121,0.034,0.612137203166227,0
"FBgn0034118","Nup62","2R",12231882,12233333,0.8,4,2,2,2,0.0215559466282673,0.0201737695569341,NA,NA,0.540292612286795,0.543159407709243,0.000608045866337366,0.000450951165979846,0.236,0.233,0.649006622516556,0
"FBgn0053960","CG33960","2R",12274053,12318273,0.7,4,1,2,1,0.00302996854963197,NA,NA,NA,NA,NA,0.000608045866337366,0.000450951165979846,0.507,0.588,0.776978417266187,0
"FBgn0025830","IntS8","2R",12737963,12741606,0.7,4,2,2,2,0.000550719564937809,0.00490054382484734,NA,NA,0.429073525612814,0.690633016588899,0.00249033478266123,6.11864706122167e-05,0.738,0.634,0.666666666666667,0
